ivType,securityIdentifier,securityName,finalMaturityDate,securityRedemptionPrice,interestRt,ioHybridField,as400RateType,prospectiveMethod,defIndicator,securityPrice,fxRate,portfolioNumber,portfolioName,reportDate, earnedInflationaryCompensationBase , accruedIncome , marketValue , shareParAmount , earnedAmortizationBase , positionValInflationAdjShares ,derRedemptionDate,derRedemptionPrice,derCleanPrice,derSecurityType,derTIPSInflationaryRatio,derStepIndicator,derHybridIndicator,deryieldCalcEngine, derincomeCalcEngine ,derOneDaySecurityYield,derOneDaySecurityIncome
VPS,912828SQ4,USTN TII .125% 4/15/17,2017-04-15,100,0.125,,F,,N,106.0762902,1,36,FUND 36,2014-12-01,-779.5900,1683.2800,10337134.4800,9745000.0000,-316.7900,10211882.9500,2017-04-15,100,101.2265273,TIPS,1.04791,F,F,YTM,TIPS INCOME ENGINE,-0.0039,-891.3500
VRDN,57586EKA8,MA HEFA BAYST HLTH09K2 L=,2039-07-01,100,4.9592404,,V,,N,102.645,1,2,FUND 2,2014-12-01, -   ,146467.4300,7185150.0000,7000000.0000,-45.6900,7000000.0000,2039-07-01,100,102.645,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0496,918.6100
VRDN,64966KPV9,NYC GO FISCAL 08J8 L=SM V,2021-08-01,100,0.4199982,,V,,N,100.013,1,2,FUND 2,2014-12-01, -   ,56.3800,4900637.0000,4900000.0000, -   ,4900000.0000,2021-08-01,100,100.013,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0042,57.1700
VRDN,64966KPV9,NYC GO FISCAL 08J8 L=SM V,2021-08-01,100,0.4199982,,V,,N,100.013,1,8,FUND 8,2014-12-01, -   ,86.3000,7500975.0000,7500000.0000, -   ,7500000.0000,2021-08-01,100,100.013,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0042,87.5000
VRDN,790103AH8,STJMS PRSH LA GO NUCOR10B,2040-11-01,100,0.2200001,,V,,N,100,1,8,FUND 8,2014-12-01, -   ,192.8800,32000000.0000,32000000.0000, -   ,32000000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0022,195.5600
VRDN,01170PBX3,AK HSG 2007D Q=LW-U V7,2041-12-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,261.1400,63545000.0000,63545000.0000, -   ,63545000.0000,2041-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,264.7700
VRDN,084185DB0,BERKELEY SC IND (NUCOR) 9,2028-09-01,100,0.2300011,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,1.2600,200000.0000,200000.0000, -   ,200000.0000,2028-09-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,1.2800
VRDN,1808475V3,CLARK COUNTY NV 08A Q=LW-,2027-07-01,100,0.1299984,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,14265.8300,21805000.0000,21805000.0000, -   ,21805000.0000,2027-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0013,78.7400
VRDN,213185FW6,COOK CY IL 2004D Q=BC V7,2030-11-01,100,0.4999989,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,1780.8200,130000000.0000,130000000.0000, -   ,130000000.0000,2030-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0050,1805.5500
VRDN,242846AA1,DECATUR AL IDB NUCOR VR7@,2036-08-01,100,0.2300011,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,145.9400,23160000.0000,23160000.0000, -   ,23160000.0000,2036-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,147.9700
VRDN,25477PBZ7,DC HFA(WDC I LTD)00 L=SB,2032-12-01,100,0.20000175,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,31.5900,5765000.0000,5765000.0000, -   ,5765000.0000,2032-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,32.0300
VRDN,454912AT3,IN ST DFA ENV DUKE ENRGY,2038-12-01,100,0.26000045,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,70.8800,9950000.0000,9950000.0000, -   ,9950000.0000,2038-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0026,71.8600
VRDN,544628DU1,LA CA AIRPRT AIR FRNC L=S,2015-12-01,100,0.3899988,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,15.4400,1425000.0000,1425000.0000, -   ,1425000.0000,2015-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0039,15.4400
VRDN,58612AAB1,MEMPHIS-SHEL TN NUCOR 07,2037-09-01,100,0.2300011,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,18.9000,3000000.0000,3000000.0000, -   ,3000000.0000,2037-09-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,19.1700
VRDN,64966G2N1,NYC NY Q=DX V7,2029-08-01,100,0.3499985,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,366.6800,38240000.0000,38240000.0000, -   ,38240000.0000,2029-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0035,371.7800
VRDN,735220AG0,PORT ART TX MOTIVA VR7@,2027-12-01,100,0.1600014,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,66.3200,15130000.0000,15130000.0000, -   ,15130000.0000,2027-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0016,67.2500
VRDN,735220AR6,PORT ARTH NAV TX MOTIVA V,2039-12-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,9.4500,2300000.0000,2300000.0000, -   ,2300000.0000,2039-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,9.5800
VRDN,735220AS4,PORT ARTH NAV TX V1,2039-12-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,43.9700,10700000.0000,10700000.0000, -   ,10700000.0000,2039-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,44.5800
VRDN,735220AT2,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,207.0200,50375000.0000,50375000.0000, -   ,50375000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,209.9000
VRDN,735220AU9,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,126.6400,30815000.0000,30815000.0000, -   ,30815000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,128.4000
VRDN,735220AV7,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,273.7000,66600000.0000,66600000.0000, -   ,66600000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,277.5000
VRDN,735220AX3,PRT ARTHR TX MTVA10D Q=SE,2040-11-01,100,0.1500004,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,41.1000,10000000.0000,10000000.0000, -   ,10000000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,41.6700
VRDN,790103AG0,STJMS PRSH LA GO NUCOR10A,2040-11-01,100,0.20000175,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,63.2900,11550000.0000,11550000.0000, -   ,11550000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,64.1700
VRDN,790103AH8,STJMS PRSH LA GO NUCOR10B,2040-11-01,100,0.2200001,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,283.8900,47100000.0000,47100000.0000, -   ,47100000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0022,287.8300
VRDN,854743AE1,STANTON CNTY NE (NUCOR) 9,2028-06-01,100,0.2300011,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,7.5600,1200000.0000,1200000.0000, -   ,1200000.0000,2028-06-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,7.6700
VRDN,013551AA4,ALBUQ NM INDL 98 L=BA V7@,2018-06-01,100,0.24999945,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,4.7900,700000.0000,700000.0000, -   ,700000.0000,2018-06-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0025,4.8600
VRDN,123592CS4,BTLR PA CNCRD LTH12A L=BM,2042-10-01,100,0.23999845,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.9700,300000.0000,300000.0000, -   ,300000.0000,2042-10-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0024,2.0000
VRDN,16768THJ6,CHIC IL SLS TAX 02 Q=JP V,2034-01-01,100,0.19000075,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,4.1600,800000.0000,800000.0000, -   ,800000.0000,2034-01-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0019,4.2200
VRDN,212490AC0,CNVRSE CNTY WY PACIFICO 9,2025-11-01,100,0.24999945,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,5.4800,800000.0000,800000.0000, -   ,800000.0000,2025-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0025,5.5600
VRDN,238604AC6,DAVIDSON CNTY L=BA V7@+,2017-06-01,100,0.24999945,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2.7400,400000.0000,400000.0000, -   ,400000.0000,2017-06-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0025,2.7800
VRDN,246579AF3,DE VLY PA 85C POOL L=BL-U,2020-12-01,100,0.26000045,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,7.1200,1000000.0000,1000000.0000, -   ,1000000.0000,2020-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0026,7.2200
VRDN,34073NSW1,FL HFC  L=SB V7@,2034-04-01,100,0.26000045,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,281.8100,1480000.0000,1480000.0000, -   ,1480000.0000,2034-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0026,10.6900
VRDN,34073NZV5,FL HSG STURT PT 05B3 L=SB,2034-04-01,100,0.26000045,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,9.5200,50000.0000,50000.0000, -   ,50000.0000,2034-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0026,0.3600
VRDN,353190TR2,FRNKLN OH GIRL SCOUT L=PN,2018-09-01,100,0.41000085,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.0100,90000.0000,90000.0000, -   ,90000.0000,2018-09-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0041,1.0300
VRDN,36004PAD6,FULTON GA 00 L=BN V7,2020-07-01,100,0.1399994,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,25.1500,100000.0000,100000.0000, -   ,100000.0000,2020-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0014,0.3900
VRDN,452252AP4,IL ST TOLL 98-B FSA/LH-G,2016-01-01,100,0.2300011,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2803.0200,2600000.0000,2600000.0000, -   ,2600000.0000,2016-01-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,16.6100
VRDN,452252AQ2,IL ST TOLL 98-B FSA/LH-G,2017-01-01,100,0.2300011,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2533.4900,2350000.0000,2350000.0000, -   ,2350000.0000,2017-01-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,15.0100
VRDN,454798DY2,IN ST HLTH PTHFNDR 96 L=W,2019-11-01,100,0.1399994,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,3.2400,845000.0000,845000.0000, -   ,845000.0000,2019-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0014,3.2900
VRDN,454912AS5,IN ST DFA ENV DUKE ENRGY,2038-12-01,100,0.34000115,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,14.9000,1600000.0000,1600000.0000, -   ,1600000.0000,2038-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0034,15.1100
VRDN,454912AT3,IN ST DFA ENV DUKE ENRGY,2038-12-01,100,0.26000045,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,68.2400,9580000.0000,9580000.0000, -   ,9580000.0000,2038-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0026,69.1900
VRDN,494434AA1,KIMBERLY WI YMCA 02 L=BMH,2032-04-01,100,0.4400002,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2.4100,200000.0000,200000.0000, -   ,200000.0000,2032-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0044,2.4400
VRDN,547701AA0,LOWELL MI LITEHOUSE L=FIT,2033-08-01,100,0.4400002,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.2100,100000.0000,100000.0000, -   ,100000.0000,2033-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0044,1.2200
VRDN,550697TC0,LUZERNE PA SER A AGM/JP V,2026-11-15,100,0.6499993,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,327.6700,1150000.0000,1150000.0000, -   ,1150000.0000,2026-11-15,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0065,20.7600
VRDN,574216PH4,MD HEFA BALT MED Q=MT V7,2025-07-01,100,0.2300011,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,17.3300,2750000.0000,2750000.0000, -   ,2750000.0000,2025-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,17.5700
VRDN,57583UBQ0,MA ST DFA JRC 11A L=CZ V7,2041-04-01,100,0.2300011,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,5.6700,900000.0000,900000.0000, -   ,900000.0000,2041-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0023,5.7500
VRDN,59469CN82,MI STRAT KAY SCREEN L=JP,2020-05-01,100,0.2899998,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.5900,200000.0000,200000.0000, -   ,200000.0000,2020-05-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0029,1.6100
VRDN,59469CS95,MI STRAT CRS IND 00A L=JP,2020-07-01,100,0.49000155,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,0.4700,35000.0000,35000.0000, -   ,35000.0000,2020-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0049,0.4800
VRDN,59469CUD3,MI STRAT GRANT IN 98 L=JP,2018-05-01,100,0.4400002,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.2100,100000.0000,100000.0000, -   ,100000.0000,2018-05-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0044,1.2200
VRDN,605279DY1,MS ST BFC REV 2002A L=COB,2022-10-01,100,0.23999845,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,5.9200,900000.0000,900000.0000, -   ,900000.0000,2022-10-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0024,6.0000
VRDN,64468KBJ4,NH BFA VY REGL HOSP L=RBS,2040-10-01,100,0.17999975,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,12.0300,2440000.0000,2440000.0000, -   ,2440000.0000,2040-10-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0018,12.2000
VRDN,646065SM5,NJ EFA 08F L=CZ V7,2036-07-01,100,0.24999945,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,8.2200,1200000.0000,1200000.0000, -   ,1200000.0000,2036-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0025,8.3300
VRDN,657013AA6,NORTH AMITY NY 2003 L=CI,2023-09-01,100,0.20000175,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,0.5500,100000.0000,100000.0000, -   ,100000.0000,2023-09-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,0.5600
VRDN,65818PCA5,NC EDL FACS REV 03 L=BB V,2025-02-01,100,0.1399994,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.1500,300000.0000,300000.0000, -   ,300000.0000,2025-02-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0014,1.1700
VRDN,735220AQ8,PORT ARTH NAV TX MOTIVA V,2039-12-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,13.1500,3200000.0000,3200000.0000, -   ,3200000.0000,2039-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,13.3300
VRDN,735220AR6,PORT ARTH NAV TX MOTIVA V,2039-12-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,0.7400,180000.0000,180000.0000, -   ,180000.0000,2039-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,0.7500
VRDN,735220AS4,PORT ARTH NAV TX V1,2039-12-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,17.6900,4305000.0000,4305000.0000, -   ,4305000.0000,2039-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,17.9400
VRDN,735220AT2,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,5.1000,1240000.0000,1240000.0000, -   ,1240000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,5.1700
VRDN,735220AU9,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,7.4000,1800000.0000,1800000.0000, -   ,1800000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,7.5000
VRDN,735220AV7,PORT PORT ARTHR TX(MOTV)1,2040-04-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,7.3200,1780000.0000,1780000.0000, -   ,1780000.0000,2040-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,7.4200
VRDN,735220AW5,PRT ARTHR TX MTVA10E Q=SE,2040-11-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,12.0800,2940000.0000,2940000.0000, -   ,2940000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,12.2500
VRDN,735220AX3,PRT ARTHR TX MTVA10D Q=SE,2040-11-01,100,0.1500004,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,15.7000,3820000.0000,3820000.0000, -   ,3820000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0015,15.9200
VRDN,762195CX1,RI H&ED BLDG ED 07 L=CZ V,2037-09-01,100,0.24999945,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,4.9300,720000.0000,720000.0000, -   ,720000.0000,2037-09-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0025,5.0000
VRDN,762197CH2,RI HLTH&EDL PROVIDENCE L=,2036-11-01,100,0.20000175,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,18.7700,100000.0000,100000.0000, -   ,100000.0000,2036-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,0.5600
VRDN,762243LB7,RI H&E BLDG CO 05A L=CZ V,2035-04-01,100,0.20000175,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,1.7300,315000.0000,315000.0000, -   ,315000.0000,2035-04-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,1.7500
VRDN,762243LT8,RI H&E BLDG CO 05 L=CZ V1,2035-06-01,100,0.17999975,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2.9100,590000.0000,590000.0000, -   ,590000.0000,2035-06-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0018,2.9500
VRDN,790103AG0,STJMS PRSH LA GO NUCOR10A,2040-11-01,100,0.20000175,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,10.9600,2000000.0000,2000000.0000, -   ,2000000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0020,11.1100
VRDN,790103AH8,STJMS PRSH LA GO NUCOR10B,2040-11-01,100,0.2200001,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,18.6800,3100000.0000,3100000.0000, -   ,3100000.0000,2040-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0022,18.9400
VRDN,80483CGN5,SAVANNAH GA 06 L=SB V7,2026-11-01,100,0.19000075,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,48.3700,335000.0000,335000.0000, -   ,335000.0000,2026-11-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0019,1.7700
VRDN,903772AV3,ULSTER NY SELUX 04 L=MT V,2024-12-01,100,0.2899998,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2.9000,365000.0000,365000.0000, -   ,365000.0000,2024-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0029,2.9400
DVRN,59259YAR0,NY MTA TRANSP DVRN,2032-11-15,100,0.2899998,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,3127.9500,23300000.0000,23300000.0000, -   ,23300000.0000,2032-11-15,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0029,187.6900
DVRN,93978HHQ1,WA HLT CHI 2015-XF2035 Q=,2036-10-01,100,0.2099991,,V,,N,100,1,18,FUND 18,2014-12-01, -   ,4634.8400,12855000.0000,12855000.0000, -   ,12855000.0000,2036-10-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0021,74.9900
DVRN,25154CA20,PR SALE T D352 E-AMBAC/DB,2054-08-01,100,0.5699986,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,638.7500,330000.0000,330000.0000, -   ,330000.0000,2054-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0057,5.2200
DVRN,25154CMA9,PR SALE T D284 ENTL/EFG/D,2041-08-01,100,0.5699986,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,493.5800,255000.0000,255000.0000, -   ,255000.0000,2041-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0057,4.0400
DVRN,25154CMC5,DEUTSCHE BK 285 Q=DB D7,2042-08-01,100,0.5699986,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,5719.7400,2955000.0000,2955000.0000, -   ,2955000.0000,2042-08-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0057,46.7900
DVRN,25154CQT4,DEUTSCHE BK SPR DVRN,2036-01-01,100,0.27000145,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,2650.4100,2800000.0000,2800000.0000, -   ,2800000.0000,2036-01-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0027,21.0000
DVRN,25155DL33,DEUTSCHE SPEARS DB/DB D7@,2033-12-01,100,0.3000008,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,8.2200,1000000.0000,1000000.0000, -   ,1000000.0000,2033-12-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0030,8.3300
DVRN,46640KRE6,SN FRN AP -4478Z Q=JPMC D,2044-05-01,100,0.23999845,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,209.0400,1000000.0000,1000000.0000, -   ,1000000.0000,2044-05-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0024,6.6700
DVRN,64579FYG2,VIRTUA HTH NJ MS3018 AGC/,2038-07-01,100,0.4299992,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,3215.1000,1750725.0000,1750725.0000, -   ,1750725.0000,2038-07-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0043,20.9100
DVRN,87638QBX6,TARRANT EFFC HO DVRN,2029-11-15,100,0.23999845,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,310.6800,2700000.0000,2700000.0000, -   ,2700000.0000,2029-11-15,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0024,18.0000
DVRN,93978HHQ1,WA HLT CHI 2015-XF2035 Q=,2036-10-01,100,0.2099991,,V,,N,100,1,22,FUND 22,2014-12-01, -   ,252.3800,700000.0000,700000.0000, -   ,700000.0000,2036-10-01,100,100,MUNI,1,F,F,COUPON RATE,VARIABLE RATE MUNI INCOME ENGINE,0.0021,4.0800
